"Address","Occurrences","Meta Description 1","Meta Description 1 Length","Meta Description 1 Pixel Width","Indexability","Indexability Status"
"https://irishealing.com/blog/how-to-heal-from-childhood-trauma/","1","In this article, you will discover how to heal from childhood trauma, the various treatment opportunities available, and more.","126","760","Indexable",""
"https://irishealing.com/blog/6-movies-about-borderline-personality-disorder-bpd/","1","May is a good time to discover movies about Borderline Personality Disorder (BPD) to increase our understanding about how the mental illness impacts others.","156","977","Indexable",""
"https://irishealing.com/blog/successful-holistic-drug-rehab-in-los-angeles/","1","For a successful holistic drug rehab in Los Angeles contact Iris Healing® Retreat. Our approach to recovery is simple: healing. We know that healing comes from within, and use utilize art therapy, spirituality, meditation and other treatment customized options for our patients. Contact Iris Healing® Retreat now for more information for you or your loved one.","360","2197","Indexable",""
"https://irishealing.com/blog/what-is-bipolar-depression/","1","What is bipolar depression? Learn about its signs and symptoms, risk factors, how to diagnose it, and relevant treatment options available","138","851","Indexable",""
"https://irishealing.com/blog/why-do-bipolar-relationships-fail/","1","Why do bipolar relationships fail? Read on to learn about bipolar disorder, how to manage relationships with bipolar disorder, and more.","136","833","Indexable",""
"https://irishealing.com/blog/the-hero-in-all-of-us/","1","Lorem ipsum dolor sit amet, consectetuer adipiscing elit, sed diam nonummy nibh euismod tincidunt ut laoreet dolore magna aliquam erat volutpat. Ut wisi enim","157","983","Indexable",""
"https://irishealing.com/blog/free-brainspotting-group-consultation-with-dr-stephen-lamotte/","1","Join a free monthly Brainspotting group consultation with Dr. Stephen LaMotte in Woodland Hills. Explore this trauma-informed therapy for healing and insight—open to all. For additional questions, please reach out to info@irishealingretreat.com or 833-457-9384.","261","1621","Indexable",""
"https://irishealing.com/blog/sleep-disorders-and-addiction/","1","Sleep is a basic human need that is essential for good physical and mental health. Sleep disorders and addiction have many adverse effects.","139","860","Indexable",""
"https://irishealing.com/blog/sound-therapy-healing-to-treat-insomnia/","1","Holistic practices like sound therapy healing can be a powerful tool to treat insomnia. For info on sound therapy healing for insomnia, call (844)663-4747.","155","943","Indexable",""
"https://irishealing.com/blog/what-to-know-about-dual-diagnosis-treatment-centers-in-california/","1","Facing addiction + mental health struggles? Our California dual diagnosis centers offer integrated, trauma-informed treatment to help you heal deeply and maintain recovery.","172","1066","Indexable",""
"https://irishealing.com/blog/neurofeedback-using-science-address-addiction-co-occurring-disorders/","1","One particular modality that we have seen tremendous success with is the science of Neurofeedback; literally the process of analyzing brain signals.","148","910","Indexable",""
"https://irishealing.com/blog/building-a-bond-with-equine-therapy/","1","Anyone who knows about Iris Healing® Retreat knows that we are big animal advocates and have a devoted passion for all living creatures. One bond that we have","158","1006","Indexable",""
"https://irishealing.com/blog/mental-health-illnesses/","1","Learn about the different types of mental health illnesses and discover valuable resources for support in this comprehensive article.","133","807","Indexable",""
"https://irishealing.com/irina-kapustina/","1","Learn more about Irina Kapustina, doctor of operations and member of the Iris Healing® Treatment team, by visiting our website.","127","795","Indexable",""
"https://irishealing.com/blog/june-is-ptsd-awareness-month-post-traumatic-stress-disorder/","1","June is PTSD Awareness Month (Post-Traumatic Stress Disorder) and June 27 is National PTSD Awareness Day to show that treatment is available and effective.","155","994","Indexable",""
"https://irishealing.com/blog/eating-disorders-and-addiction/","1","Eating disorders can impact almost every facet of life, including physical health. It often co-occur with other mental health disorders.","136","813","Indexable",""
"https://irishealing.com/blog/buried-addictions-amid-opioid-crisis/","1","While America’s opioid crisis makes daily headlines, other dangerous addictions have flown mostly under the radar of mainstream media outlets. It is no secret that opioid addiction claims hundreds of lives everyday, but drugs like meth have become just as deadly and widespread in the United States.","299","1840","Indexable",""
"https://irishealing.com/blog/alcohol-tremors/","1","Iris Healing is discussing alcohol tremors and why people shake after drinking. Contact us in Los Angeles to get help with alcoholism today.","140","855","Indexable",""
"https://irishealing.com/blog/alcoholism-genetic/","1","Discover more information on Alcoholism Genetic. Risk factors involve in alcohol use and tips to avoid alcohol. Read more","121","746","Indexable",""
"https://irishealing.com/blog/how-to-get-someone-mental-help-when-they-refuse/","1","What is mental health? Learn why it’s essential, the signs and symptoms, and how to get someone mental help when they refuse.","125","793","Indexable",""
"https://irishealing.com/blog/benadryl-side-effects/","1","Benadryl side effects can range from mild to severe depending on the use. Read more about diphenhydramine addiction and treatment.","130","832","Indexable",""
"https://irishealing.com/blog/mental-health-and-substance-abuse/","1","Explore the intricate link between mental health and substance abuse and how effective treatment strategies can navigate this complex relationship.","147","914","Indexable",""
"https://irishealing.com/blog/mental-health-young-adults/","1","Read on to discover strategies or coping skills for mental health young adults that they can foster and utilize to stay healthy for the long run.","145","862","Indexable",""
"https://irishealing.com/blog/what-are-the-5-stages-of-addiction-drugs-alcohol/","1","Understanding the 5 stages of addiction for drugs or alcohol can be helpful for avoiding a substance use disorder. What are the 5 stages of addiction?","150","922","Indexable",""
"https://irishealing.com/blog/neurofeedback-for-anxiety/","1","Neurofeedback anxiety treatment is usually conducted through visualizations on an electronic device that helps monitor brain waves.","131","820","Indexable",""
"https://irishealing.com/blog/is-naproxen-addictive/","1","Naproxen is generally not considered an addictive substance. Unlike opioids, it does not produce a “high” or trigger the reward centers in the brain.","149","897","Indexable",""
"https://irishealing.com/blog/an-insight-on-holistic-rehab-drug-possession-and-jail-time/","1","Rehab Instead of Jailtime - Addiction is readily accepted by the American Medical Association as a disease. It is time it is treated as such. Call Iris Healing® Retreat at (818) 435-3936 if you need additional information about this and many other rehabilitation issues.","270","1622","Indexable",""
"https://irishealing.com/rehab-and-mental-health-facilities/","1","Learn more about the benefits of using drug rehab and mental health facilities as treatment options here.","105","647","Indexable",""
"https://irishealing.com/blog/meth-sores/","1","Meth sores appear on the face, mouth, chest, or arms of individuals taking methamphetamine frequently. Read more about the meth side effects.","141","893","Indexable",""
"https://irishealing.com/blog/love-a-drug-addict/","1","Learning how to support and love a drug addict can be integral to their recovery, and help your relationship with them too. Read more","133","819","Indexable",""
"https://irishealing.com/blog/mindbody-healing-somatic-therapy/","1","We have firm beliefs in holistic healing and out-of-the-box techniques. One such method, which blends a bit from both worlds, is Somatic Therapy.","145","893","Indexable",""
"https://irishealing.com/blog/using-mindfulness-in-spiritual-rehabilitation-retreats/","1","Mindfulness rehab for recovery might be a great option to help you battle your addiction problems and ofer a spiritual way to find lasting sobriety.","148","895","Indexable",""
"https://irishealing.com/blog/hypnosis-therapy-treatment-to-change-habits/","1","Struggling with habits like procrastination, smoking, or emotional eating? Our hypnotherapy treatment helps reprogram behaviors and create lasting change.","154","967","Indexable",""
"https://irishealing.com/addiction-recovery-yoga/","1","Yoga is an ancient practice designed to promote spiritual, physical, and emotional wellness. Learn about addiction recovery yoga and its benefits.","146","894","Indexable",""
"https://irishealing.com/blog/the-connection-between-ptsd-and-addiction/","1","Iris Healing® Retreat understands the connection between PTSD and addiction and developed highly effective programs and therapies that can offer you help.","154","975","Indexable",""
"https://irishealing.com/blog/tms-for-autism/","1","Transcranial magnetic stimulation (TMS) is effective when it comes to reducing depressive symptoms and other signs of autism.","125","790","Indexable",""
"https://irishealing.com/blog/equine-therapy-for-ptsd-and-addiction/","1","Have you heard about Equine Therapy for PTSD and Addiction? Here are some of the benefits of Equine Assisted Therapy for mental health & addiction recovery.","156","987","Indexable",""
"https://irishealing.com/blog/mental-health-for-teens/","1","Explore key strategies and approaches to foster mental health for teens and uncover how early intervention can lay the foundations for lasting well-being.","154","945","Indexable",""
"https://irishealing.com/blog/what-is-transcranial-magnetic-stimulation-and-how-does-it-help/","1","Transcranial Magnetic Stimulation is a safe, highly effective way to deal with depression and some other ailments when multiple treatments have failed","150","928","Indexable",""
"https://irishealing.com/blog/mdma-rehab/","1","MDMA is a substance that can cause severe damage to the brain and negatively affect overall wellbeing. Read more about the drug.","128","811","Indexable",""
"https://irishealing.com/blog/why-is-alcohol-detox-and-withdrawal-at-home-dangerous/","1","Alcohol withdrawal can cause seizures, delirium tremens, and even death. Home detox lacks medical monitoring and safety—get help in a safe, supervised environment.","163","1030","Indexable",""
"https://irishealing.com/blog/depression-awareness-month-in-october/","1","Depression Awareness Month is observed every October. Here are some common causes, symptoms, and effective ways of treating depression.","135","885","Indexable",""
"https://irishealing.com/blog/recognizing-codependency/","1","Recognizing codependency can be difficult. Here are some of the most common signs to look for when seeking treatment for codependency healing.","142","911","Indexable",""
"https://irishealing.com/blog/looking-deeper-cannabis-induced-psychosis-facts-say/","1","For all of the cannabis lovers out there, we advise you not be turned off if you see an article referencing dangerous side effects. Cannabis Induced Psychosis is a real threat. Sweden has published lengthy journals on the correlation between cannabis and schizophrenia, complete with bar graphs and testimonials.","312","1916","Indexable",""
"https://irishealing.com/blog/try-an-alternative-recovery-with-spiritual-rehabilitation-retreats/","1","Spiritual rehabilitation centers have shown to be successful for drug and alcohol addiction as an alternative recovery method for healing inside and out.","153","931","Indexable",""
"https://irishealing.com/dr-daniel-hoffman/","1","Find out more about Dr. Daniel Hoffman - Iris Healing®, a Primary Therapist and Iris Healing® Treatment team member. Visit our website for more information.","156","977","Indexable",""
"https://irishealing.com/blog/facing-depression-clearing-mind-dark-thoughts/","1","Overcome depression’s darkest thoughts with healing strategies rooted in recovery, holistic therapies, and compassionate support—when you’re ready, we’re here.","159","1000","Indexable",""
"https://irishealing.com/blog/recovery-bill-of-rights-for-trauma-survivors/","1","The Recovery Bill of Rights can give dignity and support to trauma survivors. Trauma is a very common response to a disturbing experience.","138","859","Indexable",""
"https://irishealing.com/blog/how-long-does-rehab-last/","1","When considering treatment for substance abuse, one of the most common questions is, “How long is rehab?”","105","677","Indexable",""
"https://irishealing.com/blog/a-healing-recovery-truly-is-possible/","1","Healing recovery is possible. Our holistic rehab can help you to detox so that you can live the life that you want. Call us at: (818) 435-3936.","143","848","Indexable",""
"https://irishealing.com/blog/borderline-personality-disorder-vs-bipolar/","1","Learn more about borderline personality disorder vs bipolar disorder – similarities and differences, symptoms & available treatment options.","140","860","Indexable",""
"https://irishealing.com/blog/social-media-and-mental-health/","1","Social media and mental health are correlated. Read on in this article to learn about how social media impacts your mental health.","130","797","Indexable",""
"https://irishealing.com/blog/quarantine-fatigue-6-ways-to-protect-mental-health-during-the-covid-19-pandemic/","1","Many people have been affected by quarantine in one way or another. Here are 6 ways to protect mental health during the COVID-19 pandemic.","138","882","Indexable",""
"https://irishealing.com/blog/living-with-schizophrenia/","1","Read on to learn more about the connection between addiction and living with schizophrenia and how to treat it .","112","694","Indexable",""
"https://irishealing.com/blog/ways-of-treating-depression-without-drugs-or-medication/","1","Here are 7 ways of treating depression without drugs or medication that can be just as effective for many people as prescriptions for depressive symptoms.","154","957","Indexable",""
"https://irishealing.com/blog/neurofeedback-therapy-in-los-angeles-improve-your-brain/","1","Our Neurofeedback in Los Angeles helps to improve your brain and thinking to function properly, which results in making better decisions.","137","845","Indexable",""
"https://irishealing.com/blog/schizoaffective-disorder-and-addiction/","1","Schizoaffective Disorder and Addiction treatment for every individual is different. SZA is typically treated with antipsychotics. Learn more.","141","845","Indexable",""
"https://irishealing.com/blog/risks-side-effects-of-brainspotting/","1","Looking to get Brainspotting therapy to treat mental disorders? Get complete detail about logistics of brainspotting, side effects and risks.","141","850","Indexable",""
"https://irishealing.com/blog/iris-hits-road-japanese-garden/","1","Iris residents made a field trip to the beautiful Japanese Garden, adjacent to Lake Balboa. The garden’s purpose is to demonstrate the use of reclaimed water and is ranked 10th out of 300 Japanese public gardens in the United States by the Journal of Japanese Gardening.","270","1676","Indexable",""
"https://irishealing.com/blog/woodland-hills-california-rehab-activities/","1","Choosing drug rehab in Woodland Hills, California, gives you many exciting places to visit during recovery. Learn about 15 great activities!","140","844","Indexable",""
"https://irishealing.com/elena-kapustina/","1","Visit our website or dial (844)663-4747 to find out more about Elena Kapustina, Founder, CEO and Iris Ambassador.","113","713","Indexable",""
"https://irishealing.com/blog/mental-health-retreat-centers-thinking-outside-the-box/","1","Mental health retreat centers should treat underlying issues of PTSD and addiction. That way, you get all of the benefits of holistic rehab. (818) 435-3936.","156","944","Indexable",""
"https://irishealing.com/blog/9-mental-health-benefits-of-exercise/","1","Here are 9 mental health benefits of exercise that increase serotonin and release endorphins to reduce stress, anxiety, and depression.","135","824","Indexable",""
"https://irishealing.com/blog/is-addiction-a-disease/","1","Is addiction a disease? Read this article to learn more about drug addiction, and the disease model for addiction.","114","690","Indexable",""
"https://irishealing.com/blog/the-healthiest-alcohol-detox-program/","1","Our team at Iris believes in modeling and teaching empathy, creating a healthy lifestyle, and cultivating meaningful connections. We have one of the healthiest alcohol detox program that supports clients in discovering their true spiritual self.","245","1472","Indexable",""
"https://irishealing.com/blog/detoxing-off-of-suboxone/","1","Detoxing off suboxone can be uncomfortable if done without supervision. An experienced detox facilty knows that tapering off of suboxone is most effective.","155","966","Indexable",""
"https://irishealing.com/blog/our-mental-health-retreats-in-california/","1","Mental health retreats in California like Iris Healing® can help you to move beyond PTSD, addiction, and the symptoms of other mental health issues.","148","912","Indexable",""
"https://irishealing.com/blog/6-famous-people-with-ptsd-post-traumatic-stress-disorder/","1","Some celebrities and famous people with PTSD (Post-Traumatic Stress Disorder) have come forward to talk about their struggle with the mental health issue.","154","966","Indexable",""
"https://irishealing.com/blog/smart-recovery-meeting/","1","May 14, 2019 @ 6:30 pm - 7:30 pm Iris Healing® Retreat is proud to announce that we will be hosting SMART Recovery Meetings every Tuesday from 6pm to 7:30pm.","157","1015","Indexable",""
"https://irishealing.com/blog/spiritual-rehabilitation-retreats/","1","Turning to spiritual rehabilitation retreats can provide an effective alternative to traditional drug and alcohol treatment centers for a lasting recovery.","155","914","Indexable",""
"https://irishealing.com/blog/featured-keys-recovery-magazine/","1","Unlock your potential in recovery with tips from Keys to Recovery Magazine. See how IrisHealing Rehab helps you every step of the way in their featured article.","160","976","Indexable",""
"https://irishealing.com/blog/guidelines-for-choosing-ethical-treatment-programs/","1","A red flag here would be the aggressiveness of their behavior; such as cyber-stalking, social media bombardment and in-person solicitation outside of other facilities. We will tell you now that no ethical treatment facility operates that way. Quality rehabs are safe, warm environments.","286","1734","Indexable",""
"https://irishealing.com/blog/work-life-balance/","1","Finding a work life balance is a tricky task, but it can result in better health, increased professional success, and deeper relationships.","139","814","Indexable",""
"https://irishealing.com/blog/is-adderall-a-controlled-substance/","1","Is Adderall a controlled substance? Adderall is a non-narcotic stimulant drug used primarily to treat ADHD. Read on to learn more.","130","796","Indexable",""
"https://irishealing.com/blog/depression-and-addiction/","1","Depression and addiction are conditions that require immediate diagnosis and treatment by a health professional.","112","701","Indexable",""
"https://irishealing.com/blog/brainspotting/","1","Iris Healing offers a variety of effective services, such as brainspotting in Los Angeles. To learn more about how we can help, call 844-663-4747.","146","883","Indexable",""
"https://irishealing.com/blog/neurofeedback-therapy-near-me/","1","How do you find the best neurofeedback therapy near you? We can help you make the right choice. Contact our team at Iris Healing® today.","136","861","Indexable",""
"https://irishealing.com/blog/bipolar-disorder-and-addiction/","1","Discover the relation between bipolar disorder and addiction. Read on to learn more about the symptoms, side effects, and treatment options.","140","871","Indexable",""
"https://irishealing.com/addiction-rehabilitation/","1","Learn more about rehabilitation centers and their use in addiction rehabilitation in this comprehensive article.","112","670","Indexable",""
"https://irishealing.com/blog/trauma-recovery-retreat-to-start-rebuilding-your-life/","1","Psychological trauma such as childhood trauma cause symptoms such as memory loss among other things. To help you heal, consider a trauma recovery retreat.","154","997","Indexable",""
"https://irishealing.com/blog/addiction-in-the-c-suite/","1","Addiction is prevalent among C-suite executives. Iris Healing® can help with luxury rehab services that are suited for C-suite executives.","138","831","Indexable",""
"https://irishealing.com/blog/problems-a-trauma-recovery-retreat/","1","People who suffer trauma, or witness a traumatic event turn to drugs in order to suppress their response to it. To avoid wasting money on an addiction therapy that doesn’t address the PTSD you should focus upon finding a trauma recovery retreat that can help you to address both issues at once.","294","1827","Indexable",""
"https://irishealing.com/blog/finding-your-way-at-a-trauma-healing-retreat/","1","Finding Your Way at a Trauma Healing Retreat. Our goal at Iris Healing® Retreat is to use our trauma healing retreat as a way to help guide you towards the healing you need on all levels. We offer different approaches to counseling and therapies that are customized to help you resolve your trauma.","298","1833","Indexable",""
"https://irishealing.com/addiction-treatment-plan/","1","Read on to learn more about what an addiction treatment plan is and what to expect when getting help.","101","638","Indexable",""
"https://irishealing.com/blog/serotonin-foods-that-boost-mood-to-be-happier-healthier/","1","Here are 8 serotonin foods that increase serotonin in the brain and body to boost mood, happiness, and mental health for a positive sense of well being.","152","931","Indexable",""
"https://irishealing.com/susan-pleis/","1","To learn more about Susan Pleis, a Group Facilitator and team member of Iris Healing® Treatment Center. Call us at (844)663-4747.","129","813","Indexable",""
"https://irishealing.com/blog/where-to-get-mental-health-help-in-california/","1","Looking for guidance on where to get mental health help? Discover why Iris Healing is your next step toward mental wellness.","124","769","Indexable",""
"https://irishealing.com/domestic-violence-and-substance-abuse/","1","What is Domestic Violence? Learn more about the relationship between domestic violence and substance abuse at Iris healing.","123","777","Indexable",""
"https://irishealing.com/blog/rehab-for-depression-causes-cost/","1","Rehab for depression is a monitored program of treatment that focuses on the mental, emotional, and physical well-being of an individual. Read on to find out.","158","973","Indexable",""
"https://irishealing.com/joe-marino/","1","Visit our website or dial (844)663-4747 to learn more about Joe Marino, our program director.","93","577","Indexable",""
"https://irishealing.com/blog/bipolar-and-alcohol/","1","Dealing with both bipolar and alcohol abuse disorder can be possibly dangerous. Read on to learn more about the relationship between the two.","141","884","Indexable",""
"https://irishealing.com/blog/growth-of-holistic-treatment-in-rehabs/","1","Holistic treatment for substance abuse focuses on all aspects of the individual. Holistic, by definition; means taking the whole person into account.","149","901","Indexable",""
"https://irishealing.com/blog/adderall-weight-loss/","1","Adderall weight loss is a growing trend where people take the medication in order to help with losing weight. However, this can have many side effects.","151","924","Indexable",""
"https://irishealing.com/blog/recovery-at-our-holistic-rehab-center/","1","Failure to treat trauma or depression can prevent a person from overcoming his or her addictions. At our holistic rehab center, we believe in giving our clients the tools to recover from addiction and other co-occurring disorders at the same time. Call us at (844)663-4747 to make a consultation today.","302","1836","Indexable",""
"https://irishealing.com/blog/stimulants-and-alcohol/","1","Stimulants increases dopamine and norepinephrine that raise activity in the brain to promote feelings of pleasure, focus, and wakefulness.","138","850","Indexable",""
"https://irishealing.com/blog/an-overview-of-meth-sores/","1","Learn about meth sores and why they are formed. Individuals may experience physical and psychological symptoms of meth use.","123","796","Indexable",""
"https://irishealing.com/addiction-treatment-options/","1","Learn about the various addiction treatment options, how they compare, and their effectiveness here.","100","625","Indexable",""
"https://irishealing.com/blog/the-critical-role-of-family-support-in-recovery/","1","Addiction is a disease that doesn't just impact the person using, it sends ripples across their entire network of family and friends. If you happen to be connected to someone who has a dependency, family support in recovery can be incredibly powerful on both sides of the coin.","277","1687","Indexable",""
"https://irishealing.com/test-page/","0","","0","0","Indexable",""
"https://irishealing.com/blog/iris-healing-retreat-accredited-joint-commission/","1","This past week, all of us at Iris Healing® Retreat received some uplifting and important news. The Joint Commission on Accreditation of Healthcare Organizations (also known as the JCAHO) has now accredited our organization for all of our different levels of behavioral health care.","281","1730","Indexable",""
"https://irishealing.com/blog/break-addiction/","1","Get to know the triggers and other ways to control and break addiction. Read more to know why quitting is so hard and ways to get help.","135","842","Indexable",""
"https://irishealing.com/blog/rehab-center-in-los-angeles-for-single-parents-and-more/","1","Our rehab center in Los Angeles offers outpatient services for single parents, that can make the balancing act just a little bit easier. Call (844)663-4747","155","925","Indexable",""
"https://irishealing.com/30-day-rehab/","1","30 day rehab is an intensive rehabilitation program designed to get you back on your feet in just 30 days. Treatment includes detox, therapy, & support groups.","159","975","Indexable",""
"https://irishealing.com/blog/the-evolution-of-neurofeedback/","1","Ridding the body and mind of an addiction can obviously be a daunting task. And for generations, there has been a traditional set of tools that treatment","153","938","Indexable",""
"https://irishealing.com/blog/trauma-healing-center-to-help-you-feel-safe-again/","1","Our trauma healing center will guide you in your journey to complete the trauma healing process while you transform your mind, body, and soul.","142","882","Indexable",""
"https://irishealing.com/blog/tms-therapy-cost/","1","TMS therapy cost options depends on the type of insurance company. TMS therapy is a very effective treatment for neuro disorders.","129","813","Indexable",""
"https://irishealing.com/blog/signs-of-depression-in-teens/","1","Depression is a serious health problem and affects badly on person life. In this article we will discover Signs of Depression in Teens.","135","802","Indexable",""
"https://irishealing.com/aces-impact-on-substance-abuse/","1","What is Adverse childhood experiences (ACEs)? Learn more about on how it impact on Substance abuse & available treatment options.","129","830","Indexable",""
"https://irishealing.com/blog/tms-for-aspergers/","1","Asperger syndrome is a condition that is found on the autism spectrum disorders continuum. TMS for Asperger’s is a promising new treatment.","139","881","Indexable",""
"https://irishealing.com/blog/holistic-rehab-center-for-the-tech-industry/","1","A holistic rehab center can help you reclaim your health and happiness and seperate you from the intense stress and deadlines. Call (844)663-4747.","146","908","Indexable",""
"https://irishealing.com/blog/overcome-addiction-with-sound-therapy-sessions/","1","Sound Therapy Healing is gaining use in addiction treatment as a new form of holistic method to stimulate positive emotions and pathways in the brain.","150","933","Indexable",""
"https://irishealing.com/blog/los-angeles-substance-abuse-statistics/","1","Substance abuse continues to be a significant challenge in Los Angeles, affecting thousands of individuals and families across the county. As one of the","152","935","Indexable",""
"https://irishealing.com/blog/the-ways-sober-living-in-woodland-hills-helps-you-start-living/","1","Our facility for sober living in Woodland Hills can help you develop the skills and attributes that you’ll need to live the life that you want. ","144","823","Indexable",""
"https://irishealing.com/blog/help-an-alcoholic-family-member/","1","Wondering how to help an alcoholic family member? Contact Iris Healing in Los Angeles today.","92","581","Indexable",""
"https://irishealing.com/blog/finding-right-trauma-recovery-retreat/","1","Finding the right trauma recovery retreat or healing facility can make a world of difference for those who struggling with mental health related to trauma.","155","940","Indexable",""
"https://irishealing.com/blog/rehab-for-alcoholics-benefits-effectiveness/","1","Rehab for alcoholics is detoxification, which is the process of ridding the body of the substance of addiction. Read on to learn about its importance & process.","160","969","Indexable",""
"https://irishealing.com/blog/addiction-eating-mental-healing/","1","Addiction, Eating and Mental Healing | A successful recovery involves cleansing both the mind and body. Overcoming the mental component can be worked through with therapies, meditation and open dialogues.","204","1299","Indexable",""
"https://irishealing.com/blog/how-to-admit-yourself-to-a-mental-hospital/","1","Learn more about signs that you may need inpatient mental health care and how to admit yourself to a mental hospital when necessary.","132","839","Indexable",""
"https://irishealing.com/blog/spirituality-and-recovery/","1","Mixing spirituality and recovery can be extremely helpful. If you need assistance on this and many other therapies provided by Iris Healing® Retreat, call (818) 435-3936.","170","1034","Indexable",""
"https://irishealing.com/blog/incorporating-holistic-methods-into-depression-treatment-in-los-angeles/","1","Explore evidence-based holistic methods—like mindfulness, art therapy, yoga, and neurofeedback—integrated into depression treatment at Iris Healing in Los Angeles.","163","1020","Indexable",""
"https://irishealing.com/blog/a-low-glycemic-diet-in-recovery/","1","When we decide to follow a low glycemic diet, our glucose levels reach a normal, stable level. Diet and exercise can help us to gain self-control, become physically and emotionally healthier, and have more stable patterns in thinking and mood. They can only serve to enhance our lives and to make treatments more successful. ","325","1983","Indexable",""
"https://irishealing.com/blog/mental-illness-test/","1","Taking a mental illness test can determine the scope of your disorder and guide you towards the right treatment.","112","691","Indexable",""
"https://irishealing.com/blog/start-your-recovery-with-a-detox-retreat-in-los-angeles/","1","A detox retreat in Los Angeles can help you safely detox so that you can feel empowered to start your recovery journey. Call (844)663-4747.","139","859","Indexable",""
"https://irishealing.com/blog/when-its-time-its-time/","1","There’s a common saying in the rooms of healing recovery that suggests an addict needs to “hit their bottom.” Read more about this in our article.","146","896","Indexable",""
"https://irishealing.com/blog/mental-health-and-wellness/","1","Discover how to achieve sustainable mental health and wellness. Learn about therapeutic strategies that promote lasting recovery.","129","807","Indexable",""
"https://irishealing.com/blog/coming-terms-grief/","1","Grief can reveal itself through a variety of scenarios. Sadly, it can lead to addiction. If you're grieving and using drugs or alcohol to cope, we can help.","156","911","Indexable",""
"https://irishealing.com/blog/why-is-mental-health-important/","1","Why is mental health important? Learn more about mental health and wellness, its causes, & available treatment options that promote wellness.","141","886","Indexable",""
"https://irishealing.com/blog/holistic-coping-skills-exercises/","1","Practicing holistic exercises regularly can help you soothe yourself and develop wholesome coping mechanisms. Holistic exercises for depression and anxiety.","156","970","Indexable",""
"https://irishealing.com/blog/what-is-wet-brain-syndrome-wernicke-korsakoff-syndrome/","1","Wet Brain Syndrome (Wernicke-Korsakoff Syndrome) is a brain disorder caused by excessive alcohol consumption. What are the symptoms and how is it treated?","154","992","Indexable",""
"https://irishealing.com/blog/rehab-for-mental-health-beneftis/","1","Rehab for mental health is an important part of the recovery process and can be a life-changing experience. Learn more about its benefits, cost & duration.","155","950","Indexable",""
"https://irishealing.com/blog/international-overdose-awareness-day-is-august-31/","1","International Overdose Awareness Day raises awareness about drug overdoses to reduce the stigma. Here are signs and symptoms of an overdose.","140","911","Indexable",""
"https://irishealing.com/blog/is-alcoholism-a-disability/","1","Is alcoholism considered a disability? Alcoholism is a serious condition that affects millions of people worldwide. Learn more.","127","767","Indexable",""
"https://irishealing.com/blog/low-stress-careers-and-jobs-for-people/","1","Many people with anxiety are only interested in jobs that don't involve working with people. Here are 7 low stress careers and jobs for people with anxiety.","156","941","Indexable",""
"https://irishealing.com/blog/adhd-and-addiction/","1","ADHD puts individuals at more risk for addiction. Many individuals attempt to counteract the symptoms of ADHD with drugs.","121","767","Indexable",""
"https://irishealing.com/rehab-and-wellness-center/","1","A rehab and wellness center can help people who may be struggling with substance abuse disorders or other mental health issues. Read on to learn more.","150","945","Indexable",""
"https://irishealing.com/blog/brainwaves/","1","Learn all about brainwaves—why they’re important, which types affect mood & behavior, and how brainwaves impact mental health.","126","816","Indexable",""
"https://irishealing.com/blog/overcome-depression-and-mental-disorders-with-our-healing-retreat-centers/","1","It is important to work with people who have experience in treating depression and addiction at the same time, and at our healing retreat centers you can find programs and therapists aiming to resolve your issues.","213","1307","Indexable",""
"https://irishealing.com/samantha-funk/","1","To find out more about Samantha Funk, a Breathwork Facilitator & team member of Iris Healing®. Visit our website or call (844)663-4747.","135","850","Indexable",""
"https://irishealing.com/blog/mental-health-clinic/","1","Explore the transformative role a mental health clinic can play in your journey towards healing and well-being","110","668","Indexable",""
"https://irishealing.com/alex-michaels/","1","To learn more about Alex Michaels, an Iris Healing® Treatment team member in Los Angeles, California, visit our site or call (844)663-4747.","139","853","Indexable",""
"https://irishealing.com/sarah-sabag/","1","Learn more about Sarah Sabag, assistant program manager at Iris Healing® Treatment Center.Visit our website or call us at (844)663-4747.","136","866","Indexable",""
"https://irishealing.com/blog/can-weed-be-laced-with-fentanyl/","1","Iris Healing is discussing the question: Can weed be laced with fentanyl? Contact our Los Angeles center to learn more.","119","729","Indexable",""
"https://irishealing.com/blog/peace-harmony-silencing-impulses/","1","At Iris Healing®, we believe in slowing down the lifestyle a bit, to escape from the hustle and find peace, harmony and a way of silencing the impulses.","152","916","Indexable",""
"https://irishealing.com/blog/what-our-healing-retreat-centers-for-addiction-offer/","1","Healing retreat centers for addiction offer quite a bit, as this blog from a pro at our holistic rehab center shows. Healing recovery can help you to overcome physical dependence on alcohol. At our trauma healing retreat, you can find a way to take a step towards your best life: (818) 435-3936","294","1783","Indexable",""
"https://irishealing.com/blog/dual-diagnosis-treatment-centers/","1","For people struggling with addiction & mental health issues, dual diagnosis treatment centers in Los Angeles can help to recover from both issues together.","155","953","Indexable",""
"https://irishealing.com/blog/when-is-mental-health-awareness-month/","1","Mental Health Awareness Month begins in May. Use this guide to learn about the history, details, and importance.","112","698","Indexable",""
"https://irishealing.com/blog/healing-sound-therapy/","1","We wholeheartedly believe in the healing power of Sound Therapy. Our daily regimen involves 8 am spiritual meditations and moments of Gong Meditation.","150","950","Indexable",""
